2000 40000
1140 684 20746
1616 31 19305
1204 1422 24867
49 1525 36841
1691 875 15197
1027 770 39964
701 1051 21493
401 982 16403
1151 1631 3504
824 1155 31048
1407 646 11731
152 261 24114
1808 1465 13535
1027 1865 27060
1867 1908 36286
1063 934 1407
1378 1986 4457
1222 387 23791
1624 1889 27421
1128 712 32927
527 470 3925
257 974 14537
722 1133 38353
257 159 14570
1668 377 28477
305 1791 29410
1711 1168 5748
168 389 34134
310 365 18374
82 1844 33437
1009 370 10259
1285 978 9584
1821 1700 10716
174 1956 31227
743 1975 27955
1219 279 19746
980 1989 39265
727 508 28006
1212 817 2370
1937 899 38565
1726 259 14934
1984 1895 15911
1567 1715 25610
634 240 13917
212 1334 7891
167 904 36521
264 1884 28510
1528 962 17369
1885 526 34186
606 462 15436
1170 539 34046
103 522 13940
366 440 9654
327 1426 12246
244 1637 3579
486 155 8483
1007 418 12718
1868 298 22031
1236 182 30556
1773 788 9370
1560 309 31908
1605 764 24782
1896 1129 1221
1550 1455 4646
147 50 26283
1725 888 10437
559 246 13207
1276 465 33856
1307 1700 24037
214 1825 15176
1935 1384 5837
1843 1341 14600
624 1236 13728
196 1137 21534
842 1283 11936
1476 1360 32823
264 1918 33420
1822 1546 5884
1677 1204 3935
66 1417 21759
1593 1352 27495
1429 1546 18835
28 169 6070
107 364 35207
1641 1557 38489
1576 1384 15848
750 1648 12118
521 1469 3663
404 1146 8866
690 1211 14634
449 803 30337
295 584 7882
1129 611 8402
1198 718 33118
404 710 3026
1245 637 24410
1444 1738 24057
1561 258 7877
1223 1013 17022
440 1702 24584
1426 502 5739
1762 796 6322
1644 1924 932
397 1474 36001
1866 1877 16710
892 1473 27698
1301 917 25435
1709 477 39692
1585 52 29056
959 491 1110
1894 1916 13963
1632 30 18759
305 25 27034
1589 421 4859
1589 287 34736
651 1530 20560
348 830 25476
135 538 14305
178 122 34356
1234 1432 7198
695 1326 27466
657 1309 5495
1415 1614 25519
801 1202 12291
1659 1142 38929
746 1792 28458
1306 492 5287
1133 978 26176
1437 1155 22650
1792 740 8081
1342 1434 39758
807 91 7067
301 1857 32680
171 1009 30233
813 668 39374
94 1765 29518
551 1422 28361
190 555 21338
717 1991 844
1366 135 39584
1799 1476 15017
1556 282 17459
622 934 29316
1653 1456 30324
1885 620 25343
1611 713 9108
1128 1264 38529
1840 1805 15435
1177 521 1426
20 1887 19912
1955 37 1739
972 1592 14372
430 566 19657
97 218 3112
421 455 6083
115 65 34796
1222 1544 30411
103 1383 38215
1537 911 37087
1314 1282 13325
1577 1237 11361
1315 560 30953
1686 1341 35518
1342 1438 14087
805 210 36893
888 324 23309
1683 1898 2852
93 2000 36586
659 1888 29496
1745 1202 18778
1070 778 366
430 93 32925
1734 1778 6617
1603 1472 38054
1690 276 26615
934 1163 1291
243 845 11188
1094 1289 11187
32 1947 9426
1527 44 14627
656 1465 35757
1373 246 1849
649 1980 39978
1266 1582 9801
1319 1623 38077
286 909 7239
1576 1151 28436
1115 596 12076
301 627 36375
78 506 18418
705 1513 7882
461 886 12479
661 1534 30458
990 799 6392
791 470 34366
867 1107 31274
457 682 16776
1244 1796 37372
1320 448 2350
1694 525 21207
463 1581 32720
344 393 29957
1174 1053 5842
1632 395 10641
375 1185 31462
1092 403 18568
718 859 9601
1493 103 15748
1216 1422 4547
1918 1467 25423
1124 1929 13004
1843 624 39396
151 1797 22801
1993 1780 3195
985 506 30379
446 1598 18781
1365 667 11991
1317 159 38445
1064 1727 33866
1962 1644 23684
1384 767 33612
387 962 24235
135 1112 8032
935 1104 11811
129 88 34669
859 885 38266
1991 601 2932
1981 1917 25442
426 1332 23168
643 1293 31163
327 677 34282
1938 1415 25243
525 1549 26706
556 483 8162
718 963 16601
1386 1821 3486
3 163 16438
1286 496 28707
728 1273 16038
247 1915 15683
1762 593 20359
43 883 35773
1637 1407 17674
342 314 36156
503 1383 7119
1104 1121 37291
941 1123 21806
1730 761 16301
436 1488 15573
474 86 9839
508 1847 26432
1218 1889 11666
990 1525 37072
663 1867 19737
1171 721 15119
641 176 10591
283 1468 8066
88 1198 6826
388 1985 32313
312 810 20398
151 1317 38597
934 534 8485
599 1876 28010
22 890 228
110 60 13300
1580 1052 3828
171 1335 15295
236 1422 16844
1413 162 829
1725 825 19638
474 1327 8955
1070 260 21840
1907 1210 17715
268 1583 10605
847 1692 33016
146 1624 12068
325 1794 21402
1972 381 39175
815 1793 5336
1995 1869 4513
1985 694 13839
1291 116 16099
1130 374 15660
1197 641 13243
1801 1487 21286
816 1984 14909
883 309 1054
636 632 27786
1811 1446 21930
1498 1793 12150
10 129 18844
1849 1419 33311
299 900 27684
1958 96 22676
1552 1896 18514
1190 1064 28497
450 298 9157
1856 934 15788
1641 744 21586
1571 241 23730
72 603 1858
1267 451 1276
577 749 175
612 1058 16271
1639 962 16518
152 151 37581
1001 952 7879
157 807 28812
297 448 15907
234 370 14499
1963 441 29101
1820 1708 29903
1447 636 33003
1621 1600 10413
243 1238 15374
1113 1390 21876
693 742 4827
923 1250 1634
86 1546 36433
1992 1779 11154
843 93 17946
295 1912 35653
550 1710 6641
1552 1683 2240
1964 1925 37829
1689 1037 15570
1564 82 311
743 1004 37561
728 1442 19458
1512 1433 11237
665 627 25681
962 922 31945
967 1471 27654
1607 1374 9336
198 1690 29613
26 1378 25001
1596 1294 33082
258 388 14438
1818 1115 37879
1276 626 35663
864 1642 18642
544 603 15915
840 1569 13737
494 1527 5110
1829 1724 36799
1793 102 529
794 1697 38174
227 306 34561
664 124 27675
894 1751 6652
909 966 22645
1550 1861 13599
1464 701 11520
1200 1194 23046
661 1374 3122
1812 1167 33223
340 1960 5271
513 538 39576
1073 1554 13699
1099 447 19801
102 1707 32766
746 1256 34627
344 1071 17327
1863 622 4872
1261 1283 10245
382 1446 15763
1604 1785 10074
874 649 22612
449 73 24165
500 1523 8963
300 1624 12670
1066 369 13925
44 1064 21348
1722 927 15969
945 187 35603
1541 920 37048
1304 523 17184
1377 1396 14184
1988 196 26256
504 695 33778
1467 1347 3401
136 764 34121
60 807 23185
1759 880 18463
1728 1824 6649
1682 1364 19920
730 667 22442
265 396 12189
449 383 32384
704 887 9431
834 353 6777
234 840 13540
707 1251 20698
1891 1010 5577
353 1089 5752
1353 770 35115
1272 1851 22134
1713 116 20529
253 564 9263
988 1619 12501
418 804 39205
1194 1390 22044
1085 96 11295
1782 1986 24656
1358 690 1744
1461 42 14513
576 1665 12716
1061 1729 17183
1589 1981 2098
1203 968 33716
1704 1738 18520
1260 931 39909
1656 368 8356
1302 149 34341
1957 1859 5382
1700 1319 15423
564 246 33439
1279 1306 9167
461 1246 31147
910 449 4466
626 504 22203
1497 115 7486
1757 1770 13853
112 1071 18353
804 1027 30211
537 1078 7882
311 1642 30127
1749 1272 31785
915 85 37030
413 994 11478
1230 1619 333
1433 1467 6448
918 1575 8217
1122 38 9640
1474 1193 2666
37 1729 21744
1918 39 37737
44 1787 27008
180 1053 3092
1210 1465 8086
1039 1047 32056
1372 479 9875
1819 1748 21449
387 869 27839
26 694 27031
1044 730 20760
1139 647 17150
1227 1043 13289
234 1222 18341
1678 431 16158
1763 1470 11204
170 1193 22034
44 1011 19781
1845 1749 11001
35 127 17694
1065 1522 26424
176 1012 1422
1326 238 16464
966 471 16038
1306 148 4468
1815 262 22289
1018 784 33481
1403 1179 843
1183 1375 8944
535 1409 27422
229 474 18943
1004 1001 37954
425 678 2191
1241 1643 15013
1278 1301 39513
97 1115 3774
386 485 8909
218 1887 32088
1413 1422 7462
708 1956 2871
129 536 1696
1071 1539 24696
1376 316 1726
1566 1556 33368
930 833 10668
442 1281 26135
568 1666 14619
1476 236 30857
1563 2000 18278
1377 707 20586
247 835 19121
294 257 33012
1341 1632 27327
1066 1549 14882
434 478 8066
1453 1272 11346
1587 1839 3364
557 1666 13951
1766 1581 3950
395 957 15008
980 1555 1842
453 1848 12450
1464 1188 12081
1142 254 35629
375 1039 14458
792 843 31729
137 782 3919
1852 1338 23585
1802 1103 35517
103 1850 14473
1110 829 32379
1303 1633 18226
1752 1096 25765
184 589 20370
1812 963 31760
622 1754 30603
702 243 39384
973 94 32721
557 248 34176
425 702 22025
897 1812 13205
1275 1466 26838
1852 1570 12285
1968 1753 36874
338 1917 28188
97 538 34294
699 1591 26536
82 563 981
1155 1471 15228
1682 1895 25930
58 1143 8093
1262 769 39910
451 620 17479
1088 588 25584
1961 1277 23500
500 1373 18389
793 424 1979
1328 857 10894
309 363 32364
1888 44 14611
169 101 15753
613 1715 24522
523 517 15493
1 1604 14432
1936 1916 1708
1435 416 5433
1823 1208 19856
154 888 712
1399 1548 13427
1762 1435 19470
372 1956 29923
477 568 17989
1350 1090 10505
842 1443 12461
1274 1378 24376
1333 1165 27143
765 1339 18703
972 1492 21942
36 1242 1489
1462 1004 5275
931 1727 19230
1205 555 7798
1193 1904 7239
50 746 35033
862 371 411
1589 55 35927
732 820 7265
1786 1791 29109
1727 178 32350
1215 1639 5705
841 922 7432
71 126 5986
220 1671 22242
1810 72 35339
843 933 16061
1605 873 6115
1531 1956 10934
1147 1741 3077
255 1819 23254
957 1385 1245
661 226 166
444 648 2643
430 867 30313
1023 1028 2736
361 1870 16020
421 1826 10893
535 1356 10848
1821 503 30941
1249 1109 16759
854 65 2496
98 726 721
615 1169 23368
1258 1950 34586
1922 1324 1613
658 1684 35835
1029 456 17660
1921 1343 19368
1121 1163 8222
413 763 13330
1523 1616 19747
18 66 36824
738 680 28344
457 289 36646
1394 211 3969
1007 1220 5653
841 600 10460
852 873 31802
219 1993 33316
440 757 18078
122 279 2046
220 649 30111
1043 1738 15142
1738 195 3431
383 1588 17993
352 946 21564
356 138 30163
815 990 11035
969 1560 11379
284 352 18487
714 825 9118
759 1044 25766
1221 438 25503
714 175 28049
496 558 27989
488 1261 26934
403 1616 13424
918 430 8765
304 1398 28676
35 34 5027
521 747 20203
1638 1857 17598
1755 1077 34035
1610 1790 10562
1658 286 27471
1998 1125 8731
1284 1880 32698
707 1149 37127
1471 1452 2877
146 1838 3262
1525 711 20008
1727 700 7864
1325 455 33292
1711 64 31433
624 73 5718
94 71 3195
1176 1354 9074
1873 412 2574
1352 234 38377
580 731 4215
1841 255 31277
200 334 15976
415 10 16782
58 72 19197
1490 696 11270
1560 1141 13692
754 317 13397
179 541 23808
752 1892 10041
1128 823 771
1694 663 37378
970 1214 23711
1298 1628 10072
79 1685 34143
1628 1527 19190
897 1086 36331
940 1839 6999
336 369 3891
495 1120 27783
887 599 26957
9 645 15620
1386 1966 39185
1448 1263 29165
1519 1694 15201
14 1321 28727
1203 569 31812
1885 1860 24002
1235 195 14370
1126 1041 1841
1260 1927 24792
216 1935 7436
187 1673 13753
1372 1472 23368
536 1343 9413
1736 1356 34733
815 910 19653
626 795 21512
628 29 10058
1349 1154 9098
1190 413 21376
333 981 7662
120 1167 5334
1872 538 30806
1239 1425 14148
1003 1513 25855
1735 327 5116
1739 1304 31910
1250 283 22291
1307 1632 23796
756 1173 20561
131 1505 39541
1793 1976 9059
1478 1847 15597
635 1438 37373
1134 440 16885
988 527 15563
104 265 28867
365 1867 37149
1007 1525 11132
1155 281 36304
67 763 10160
1959 907 20135
1017 737 36334
613 1371 2123
338 505 6914
1222 1844 5440
785 299 10057
3 1016 5923
1503 374 39447
635 1528 36079
1290 1594 17194
1802 1904 34100
1936 921 4836
621 1885 36559
743 222 27063
1657 1796 31258
1448 932 21557
1504 934 22572
1778 436 9297
1225 1422 12825
1655 712 2770
848 513 18674
1300 800 25946
487 1773 3830
1045 515 26052
459 523 25847
1717 323 15130
1273 1826 30063
196 1956 16850
1492 1180 30272
668 1186 22983
1790 386 37847
815 1685 18646
760 523 34418
589 1568 7285
992 26 24159
838 1742 10481
1967 1366 12659
381 1913 36614
1231 1405 38145
1854 424 13330
836 213 12067
682 1027 32103
1679 1786 34626
97 727 12545
1733 1718 36570
1891 556 10664
372 874 36381
1382 1607 16294
1995 1189 36050
139 1042 28473
1820 229 29038
239 910 20064
341 940 20202
966 1036 36928
1510 768 12645
432 1011 9552
1447 1382 2778
1827 1115 22384
120 1109 37924
169 1599 6965
994 1770 25193
31 8 10454
94 349 21393
647 1666 12429
1574 1528 23548
219 1959 2558
122 1405 36291
899 1231 17405
1634 1703 18865
1557 1871 2463
521 864 10585
1713 894 22592
518 1340 23292
1911 1986 7310
691 1912 30837
238 130 6795
1148 251 18551
1790 1502 26133
1547 1135 5835
411 692 30058
1226 1564 7273
1810 1629 6519
753 146 7858
397 56 24195
1706 746 16106
542 1336 32587
1688 835 3190
590 624 10691
722 522 30177
909 933 23220
966 510 36784
590 671 8764
1108 1775 36909
1317 171 15317
1512 1876 36414
1617 769 101
556 456 28935
1745 1045 31911
787 119 26432
963 1027 27716
183 344 34577
1318 933 21247
433 41 3022
1341 1709 39544
1009 1220 21772
1775 1189 20540
1875 1744 35348
1162 1488 4744
1424 274 34862
207 1588 4240
275 122 22935
851 1439 21868
450 1871 260
1823 1564 5968
1366 924 19540
1489 698 20728
29 925 38471
1728 438 32310
471 1861 12935
1685 419 10522
1924 693 4644
859 1544 28434
1078 345 10657
1689 167 28220
1656 1884 5495
1195 1373 22545
274 1401 39469
1096 1480 37906
1757 1950 6118
691 1634 10536
1565 1910 35229
560 768 31124
993 197 19468
1 1885 35986
572 1540 3869
67 1087 21241
611 1712 24993
431 808 10472
336 564 18774
805 1607 8407
1340 1171 12668
920 82 25435
395 1426 17631
1862 1427 29515
199 1998 23407
68 416 18845
1660 1026 36556
653 1456 31363
1476 143 28279
249 947 3885
1008 639 1407
1675 1558 25488
1462 1953 17265
1444 166 34691
1311 365 15041
717 784 7456
1561 443 30834
468 1447 4641
183 923 6784
461 1523 36082
697 530 26720
103 557 6630
1942 370 10582
1558 1813 7099
601 1123 35815
1641 1839 20598
1448 1751 15393
281 571 8839
1274 753 7761
409 1213 23636
842 261 28517
1562 715 35073
191 1008 21442
1124 565 1607
574 1165 8729
389 805 18920
1338 605 11022
730 1237 21592
1569 510 38344
1681 1270 5908
1316 112 8168
1833 25 39234
1257 215 8241
1051 1690 8806
657 615 31970
1385 1003 9127
304 693 24083
1678 1422 31319
1269 990 28181
1965 1023 21450
224 690 3561
392 522 37585
1625 131 10151
218 1181 8192
1023 189 38807
1344 1573 14161
822 229 34853
904 1906 36275
575 1526 23616
755 1490 990
556 1714 35680
117 457 32553
53 433 26683
556 650 32215
1099 24 14403
257 1368 18328
418 541 26556
1622 1445 2813
248 19 12338
216 1125 6180
1205 1680 33893
1236 148 12701
1789 553 29133
823 1460 4135
1038 558 30158
1792 815 15525
119 1584 38418
1026 1557 13862
1838 1805 2232
528 372 31708
707 1576 7387
951 812 1887
1651 952 16439
1135 1774 10250
1269 1163 38807
1427 1307 9973
1303 1425 17908
72 451 17465
1933 640 37621
516 1519 21992
223 225 7919
1962 1175 31082
200 1177 4033
638 312 26159
1239 1932 13321
45 1710 12627
370 1365 2404
629 1436 9206
93 1721 32197
65 236 3716
56 811 9940
1975 1124 37467
1056 1323 18995
1441 312 23658
1599 1550 15590
1271 1946 17651
1898 315 9015
653 944 20803
1858 1388 30523
54 1805 33110
1769 1860 23920
61 186 39395
1527 1594 8717
873 1034 21028
531 984 2929
120 254 36875
122 151 5541
1137 803 6836
1939 1012 14576
813 1418 26380
1922 1186 20591
194 1246 8777
1588 1124 14722
657 1997 9755
36 527 12738
965 998 36991
191 1471 11494
1731 607 18648
919 897 24012
1494 61 23429
225 1983 16966
815 528 14564
1943 467 13687
664 1123 26035
770 1511 38913
1859 475 24262
1202 1017 39733
1047 1099 10691
1694 17 37940
57 1862 32000
1485 438 22334
451 1253 29213
1014 1547 15680
1052 211 23154
1439 1332 32664
351 1191 3490
965 392 12506
697 1438 21605
1739 1483 33973
1678 1540 27835
30 1376 18624
363 1826 37876
1576 1191 3423
1607 243 9985
760 33 27316
1424 383 20858
913 1699 31249
1419 747 19038
1375 486 2873
1347 515 10412
1533 544 14139
157 1259 38317
384 1186 17507
158 792 38101
142 1551 6133
1810 1326 36868
667 591 34566
268 361 35313
1305 1735 9798
177 1433 28664
940 966 11208
1079 1122 12466
1747 1857 21651
1253 15 10794
1706 156 6696
1838 317 2022
705 984 32964
1623 1251 39324
935 907 35410
1084 1436 18842
1747 375 13807
1306 1805 35280
1771 1551 37489
1773 1156 27503
918 861 8010
1614 698 6327
1987 1755 39662
950 1377 22912
625 663 4170
34 98 33605
1227 1844 34332
1386 1502 20488
1017 1272 30391
505 1397 1546
7 666 4758
17 279 9807
695 617 9913
356 1918 39641
1619 542 14303
1788 927 16400
1745 154 34596
428 1539 97
915 555 1720
1657 1060 17468
1554 1418 18134
311 1434 6764
470 128 25381
382 483 23298
23 453 36192
325 241 23118
1077 337 39271
24 764 11161
120 1678 17716
191 1335 9127
1659 1240 16544
144 1551 4330
907 20 22457
639 401 23292
289 775 29744
480 1452 2336
1949 528 11024
1572 903 13787
732 1374 23817
799 1564 31503
277 1574 34742
821 69 34644
1150 976 4663
1958 1966 27416
1601 254 26190
1697 1085 11641
384 1386 36520
1408 957 15422
1194 40 24795
1362 839 22711
864 1115 30284
1958 287 18353
601 1788 33680
1616 1746 17997
1031 1346 34603
1572 1394 36039
1565 1778 5424
436 1185 18380
1858 730 2420
1004 444 11610
66 1307 15076
350 1264 29363
1054 217 11502
1085 1832 31247
1081 1214 20945
35 785 6690
74 349 34467
1497 1137 28003
229 994 1085
1000 349 17528
609 415 25186
36 1116 18802
1750 521 33018
1252 1605 28849
850 1037 30062
146 1072 19198
836 1145 7899
1302 993 29035
1305 1221 14380
741 220 28728
268 1180 7494
1453 1568 20961
254 1317 7481
1271 920 33437
471 1770 474
532 1915 15897
82 750 39393
1980 404 36385
1014 1708 21606
1393 800 30177
472 1067 33709
318 519 7276
1278 1125 16592
759 395 29512
195 1218 33633
1020 101 13547
916 182 8649
308 161 17052
693 1174 23111
650 918 27910
1178 1390 8976
886 59 27846
161 1336 26970
1105 94 35717
968 641 2934
600 1660 35034
498 928 31216
1146 1235 39376
197 279 4902
1307 1280 22171
1216 458 39912
543 1343 21970
389 1856 29306
1710 960 25751
1426 279 8391
359 878 10403
1745 1727 11330
960 873 6916
687 1421 33547
1940 728 32826
111 295 31283
22 838 18978
344 1578 6833
1649 1287 4144
1399 1065 36774
142 1423 25651
896 1519 13377
577 478 8601
1492 1517 32022
1038 1456 23101
216 1566 13395
1850 1940 4584
827 283 24513
11 283 20152
506 33 27216
1279 526 4990
1281 1421 28509
1010 1997 5338
1610 1841 14854
1983 1230 18310
1083 1445 34227
478 1295 22518
1413 473 5152
1926 484 11434
77 989 19819
1292 620 2344
633 1900 5765
1141 909 34113
479 871 17953
1332 853 23535
1993 1936 10979
220 765 625
737 177 15098
241 454 13933
1674 530 1273
1492 173 13892
1836 806 33792
1952 1946 27052
64 776 5922
369 108 38775
1903 452 28710
1233 671 25474
210 1760 30002
1659 2000 30456
1591 25 3337
1215 1517 19510
1107 1704 315
1250 7 10612
301 70 19388
575 790 37847
1349 1044 4298
410 629 29321
235 838 15432
236 496 11431
1043 86 21455
380 1300 25323
1889 758 25378
555 359 27384
1518 660 21806
1257 1586 26595
1103 934 17991
1753 1695 10619
1073 1929 1456
504 516 38303
286 1559 22388
92 290 24039
1767 178 17149
1144 1084 35507
528 601 22518
685 1858 24103
1631 1312 35388
1621 1064 5082
239 488 31362
46 1343 27878
348 1980 17788
1087 72 4429
1478 1838 10958
626 1333 34041
484 1860 36993
1002 896 2850
1456 527 2162
844 147 35577
277 738 12417
1639 1135 28111
1868 1835 14091
7 921 24514
435 750 4703
1392 1375 20035
1432 211 14247
424 1212 9142
1626 667 27668
139 1862 4167
67 139 29256
483 1777 20742
946 1996 20576
1036 2 3849
1549 436 34598
603 179 6325
637 1962 34535
883 737 21746
25 362 24764
44 852 2626
562 919 36764
1817 1753 34892
559 698 24887
1134 85 17240
1334 1985 20027
1932 587 4205
256 1224 166
1142 458 4902
1239 482 17616
2 878 467
979 1439 21737
94 1256 13842
1337 166 8539
223 1651 8976
1814 985 6960
1840 1268 39899
44 1523 11474
561 664 15931
1815 1902 18765
1430 255 7642
248 1586 19432
337 1679 7039
178 1016 31204
1068 1590 25207
43 1404 191
1355 1595 23458
1253 1991 21332
1078 551 28347
1008 717 22600
1772 146 28854
1765 746 2439
1197 1434 16470
235 1611 29485
1439 678 15426
645 1073 35181
1187 779 28776
996 383 36766
327 1460 15668
1025 467 10385
1624 239 34882
829 3 5979
1268 1551 25412
89 1786 27022
1573 1576 12052
1350 572 29476
531 1758 6254
1306 1105 18636
423 1783 38095
90 807 561
826 430 1151
1708 1258 7506
38 877 39056
1450 1317 19193
823 889 22768
874 591 31339
349 1121 1448
954 778 32904
1589 1200 30686
1683 1641 19492
596 467 18273
98 526 15883
1603 563 11111
1011 12 20428
203 835 29668
1323 60 14258
661 761 9378
461 1714 155
1364 1303 19706
402 1337 7347
1893 1932 9813
518 30 18338
752 1984 38900
1862 994 13264
641 1549 12098
